latest_scores.algo_version,latest_scores.attention_score,latest_scores.attention_score_change_week,latest_scores.cluster_id,latest_scores.created_at,latest_scores.id,latest_scores.insider_score,latest_scores.insider_score_change_week,latest_scores.organisation_rank,latest_scores.personal_rank,latest_scores.rank,latest_scores.vote,clusters.created_at,clusters.description,clusters.id,clusters.name,clusters.updated_at,id,created_at,username,name,description,entities.description.cashtags,entities.description.hashtags,entities.description.mentions,entities.description.urls,entities.url.urls,location,pinned_tweet_id,profile_image_url,protected,public_metrics.followers_count,public_metrics.following_count,public_metrics.listed_count,public_metrics.tweet_count,url,verified,withheld.scope,withheld.copyright,withheld.country_codes,__twarc.retrieved_at,__twarc.url,__twarc.version,Unnamed: 26
4.1.0,23.40883,0.0,351.0,"Wed, 07 Dec 2022 00:00:00 GMT",39893755.0,0.93264204,0.0,294.0,,1565.0,0.0,"Fri, 02 Dec 2022 15:37:08 GMT",,351.0,Personal Knowledge Management,"Fri, 02 Dec 2022 15:37:08 GMT",1520006458573672449,2022-04-29T11:46:29.000Z,FANswitchboard,▲ friendly ambitious nerds ▲,focus on what you want to see more of. practice good reply game. do 100 thing. inhabit questions. introduce the best people you know to each other. 🔥,,,,,"[{""start"": 0, ""end"": 23, ""url"": ""https://t.co/wN9iksI28J"", ""expanded_url"": ""http://gum.co/FANbook"", ""display_url"": ""gum.co/FANbook""}]",,1.5210182831425126e+18,https://pbs.twimg.com/profile_images/1521017298684764161/HHgDytY-_normal.jpg,False,749,3,8,234,https://t.co/wN9iksI28J,False,,,,2022-12-15T18:58:17+00:00,https://api.twitter.com/2/users/803693608419422209/following?tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld%2Cedit_controls&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&max_results=1000,2.12.0,
4.1.0,4.834495,0.0,357.0,"Wed, 07 Dec 2022 00:00:00 GMT",39943100.0,0.9169764,0.0,390.0,,2492.0,0.0,"Fri, 02 Dec 2022 15:37:09 GMT",,357.0,Game B,"Fri, 02 Dec 2022 15:37:09 GMT",1520006458573672449,2022-04-29T11:46:29.000Z,FANswitchboard,▲ friendly ambitious nerds ▲,focus on what you want to see more of. practice good reply game. do 100 thing. inhabit questions. introduce the best people you know to each other. 🔥,,,,,"[{""start"": 0, ""end"": 23, ""url"": ""https://t.co/wN9iksI28J"", ""expanded_url"": ""http://gum.co/FANbook"", ""display_url"": ""gum.co/FANbook""}]",,1.5210182831425126e+18,https://pbs.twimg.com/profile_images/1521017298684764161/HHgDytY-_normal.jpg,False,749,3,8,234,https://t.co/wN9iksI28J,False,,,,2022-12-15T18:58:17+00:00,https://api.twitter.com/2/users/803693608419422209/following?tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld%2Cedit_controls&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&max_results=1000,2.12.0,
4.1.0,47.44171,0.0,2300535664.0,"Wed, 07 Dec 2022 00:00:00 GMT",41476198.0,0.67150754,0.0,,2135.0,2406.0,0.0,"Tue, 01 Dec 2020 11:19:54 GMT",,2300535664.0,Javascript,"Tue, 01 Dec 2020 11:19:54 GMT",1455816331,2013-05-25T02:24:53.000Z,_StevenFan,steven,🐚,,,,,,"Portland, OR",,https://pbs.twimg.com/profile_images/1600382435086082048/9T0jGaWg_normal.jpg,False,2627,1065,48,34063,,False,,,,2022-12-15T18:58:17+00:00,https://api.twitter.com/2/users/803693608419422209/following?tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld%2Cedit_controls&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&max_results=1000,2.12.0,
4.1.0,6.2231407,0.0,346.0,"Wed, 07 Dec 2022 00:00:00 GMT",39823832.0,0.81468683,0.0,,1647.0,1850.0,0.0,"Fri, 02 Dec 2022 15:37:08 GMT",,346.0,Effective Altruism,"Fri, 02 Dec 2022 15:37:08 GMT",1455816331,2013-05-25T02:24:53.000Z,_StevenFan,steven,🐚,,,,,,"Portland, OR",,https://pbs.twimg.com/profile_images/1600382435086082048/9T0jGaWg_normal.jpg,False,2627,1065,48,34063,,False,,,,2022-12-15T18:58:17+00:00,https://api.twitter.com/2/users/803693608419422209/following?tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld%2Cedit_controls&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&max_results=1000,2.12.0,
4.1.0,40.58305,0.0,351.0,"Wed, 07 Dec 2022 00:00:00 GMT",39893341.0,0.90555054,0.0,,940.0,1151.0,0.0,"Fri, 02 Dec 2022 15:37:08 GMT",,351.0,Personal Knowledge Management,"Fri, 02 Dec 2022 15:37:08 GMT",1455816331,2013-05-25T02:24:53.000Z,_StevenFan,steven,🐚,,,,,,"Portland, OR",,https://pbs.twimg.com/profile_images/1600382435086082048/9T0jGaWg_normal.jpg,False,2627,1065,48,34063,,False,,,,2022-12-15T18:58:17+00:00,https://api.twitter.com/2/users/803693608419422209/following?tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld%2Cedit_controls&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&max_results=1000,2.12.0,
4.1.0,140.78635,0.0,357.0,"Wed, 07 Dec 2022 00:00:00 GMT",39940970.0,0.95492864,0.0,,316.0,362.0,0.0,"Fri, 02 Dec 2022 15:37:09 GMT",,357.0,Game B,"Fri, 02 Dec 2022 15:37:09 GMT",1455816331,2013-05-25T02:24:53.000Z,_StevenFan,steven,🐚,,,,,,"Portland, OR",,https://pbs.twimg.com/profile_images/1600382435086082048/9T0jGaWg_normal.jpg,False,2627,1065,48,34063,,False,,,,2022-12-15T18:58:17+00:00,https://api.twitter.com/2/users/803693608419422209/following?tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld%2Cedit_controls&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&max_results=1000,2.12.0,
4.1.0,6.9242296,5.4130836,116.0,"Wed, 07 Dec 2022 00:00:00 GMT",40102028.0,0.78798413,-0.0111346245,,10167.0,11180.0,0.0046378374,"Tue, 24 May 2022 10:46:14 GMT",,116.0,Venture Capital,"Tue, 24 May 2022 10:46:14 GMT",1089947697748992000,2019-01-28T18:05:56.000Z,anshnanda_,ansh nanda 🔗,fixing social media @theOGapp_ (fully customizable feed + portable social graphs); prev-CPO @ KiranaKart (YC W21); @DormRoomFund; @DukeU; ZFellows; @neo scholar,,,"[{""start"": 20, ""end"": 30, ""username"": ""theOGapp_""}, {""start"": 115, ""end"": 128, ""username"": ""DormRoomFund""}, {""start"": 130, ""end"": 136, ""username"": ""DukeU""}, {""start"": 148, ""end"": 152, ""username"": ""neo""}]",,"[{""start"": 0, ""end"": 23, ""url"": ""https://t.co/ZKRz3JoTBt"", ""expanded_url"": ""http://theOGapp.com/get"", ""display_url"": ""theOGapp.com/get""}]","Venice, CA",1.5784163613735035e+18,https://pbs.twimg.com/profile_images/1580237383944896513/NsD7Ufy5_normal.jpg,False,566,379,14,1305,https://t.co/ZKRz3JoTBt,False,,,,2022-12-15T18:58:17+00:00,https://api.twitter.com/2/users/803693608419422209/following?tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld%2Cedit_controls&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&max_results=1000,2.12.0,
4.1.0,5.468272,-16.756622,7799179296.0,"Wed, 07 Dec 2022 00:00:00 GMT",40983847.0,0.71688753,-0.1878388,,5358.0,5846.0,0.0,"Fri, 27 Aug 2021 15:14:17 GMT",,7799179296.0,YC,"Fri, 27 Aug 2021 15:14:17 GMT",1089947697748992000,2019-01-28T18:05:56.000Z,anshnanda_,ansh nanda 🔗,fixing social media @theOGapp_ (fully customizable feed + portable social graphs); prev-CPO @ KiranaKart (YC W21); @DormRoomFund; @DukeU; ZFellows; @neo scholar,,,"[{""start"": 20, ""end"": 30, ""username"": ""theOGapp_""}, {""start"": 115, ""end"": 128, ""username"": ""DormRoomFund""}, {""start"": 130, ""end"": 136, ""username"": ""DukeU""}, {""start"": 148, ""end"": 152, ""username"": ""neo""}]",,"[{""start"": 0, ""end"": 23, ""url"": ""https://t.co/ZKRz3JoTBt"", ""expanded_url"": ""http://theOGapp.com/get"", ""display_url"": ""theOGapp.com/get""}]","Venice, CA",1.5784163613735035e+18,https://pbs.twimg.com/profile_images/1580237383944896513/NsD7Ufy5_normal.jpg,False,566,379,14,1305,https://t.co/ZKRz3JoTBt,False,,,,2022-12-15T18:58:17+00:00,https://api.twitter.com/2/users/803693608419422209/following?tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld%2Cedit_controls&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&max_results=1000,2.12.0,
4.1.0,12.916288,0.0,346.0,"Wed, 07 Dec 2022 00:00:00 GMT",39823492.0,0.7791839,0.0,,1347.0,1510.0,0.0,"Fri, 02 Dec 2022 15:37:08 GMT",,346.0,Effective Altruism,"Fri, 02 Dec 2022 15:37:08 GMT",24822928,2009-03-17T02:26:54.000Z,benefic_venefic,𝐜𝐚𝐫𝐨𝐥𝐢𝐧𝐞,CAROLINE (she/her) | ♉️🌞♓️🌙♈️🌄 | proud new jersey native | philly sports phan | sysadmin & semi-serious occultist | 🌹 | hekatean | a real down-to-mars girl,,,,,,"Philadelphia, PA",,https://pbs.twimg.com/profile_images/1570484073713344512/R56UTGND_normal.jpg,False,779,903,13,61526,,False,,,,2022-12-15T18:58:17+00:00,https://api.twitter.com/2/users/803693608419422209/following?tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld%2Cedit_controls&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&max_results=1000,2.12.0,
4.1.0,26.965532,0.0,357.0,"Wed, 07 Dec 2022 00:00:00 GMT",39942141.0,0.9205231,0.0,,1319.0,1533.0,0.0,"Fri, 02 Dec 2022 15:37:09 GMT",,357.0,Game B,"Fri, 02 Dec 2022 15:37:09 GMT",24822928,2009-03-17T02:26:54.000Z,benefic_venefic,𝐜𝐚𝐫𝐨𝐥𝐢𝐧𝐞,CAROLINE (she/her) | ♉️🌞♓️🌙♈️🌄 | proud new jersey native | philly sports phan | sysadmin & semi-serious occultist | 🌹 | hekatean | a real down-to-mars girl,,,,,,"Philadelphia, PA",,https://pbs.twimg.com/profile_images/1570484073713344512/R56UTGND_normal.jpg,False,779,903,13,61526,,False,,,,2022-12-15T18:58:17+00:00,https://api.twitter.com/2/users/803693608419422209/following?tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld%2Cedit_controls&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&max_results=1000,2.12.0,
4.1.0,4.8681293,0.0,357.0,"Wed, 07 Dec 2022 00:00:00 GMT",39943097.0,0.8814138,0.0,,2100.0,2489.0,0.0,"Fri, 02 Dec 2022 15:37:09 GMT",,357.0,Game B,"Fri, 02 Dec 2022 15:37:09 GMT",977769383933202432,2018-03-25T04:49:22.000Z,EPTaylor2,Elise P. Taylor,Communication PhD from @LambSchool. Applied Researcher @Roote_ interested in the Web3/Blockchain space.  She/hers. Also @eptaylor@mastodon.social,,,"[{""start"": 23, ""end"": 34, ""username"": ""LambSchool""}, {""start"": 55, ""end"": 62, ""username"": ""Roote_""}]",,,"West Lafayette, IN",,https://pbs.twimg.com/profile_images/1573083090632720385/GTbI4wM__normal.jpg,False,78,156,0,136,,False,,,,2022-12-15T18:58:17+00:00,https://api.twitter.com/2/users/803693608419422209/following?tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld%2Cedit_controls&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&max_results=1000,2.12.0,
4.1.0,47.43979,0.0,2300535664.0,"Wed, 07 Dec 2022 00:00:00 GMT",41476228.0,0.81394005,0.0,,2163.0,2438.0,0.0,"Tue, 01 Dec 2020 11:19:54 GMT",,2300535664.0,Javascript,"Tue, 01 Dec 2020 11:19:54 GMT",996941618312896513,2018-05-17T02:32:58.000Z,ReneeSolana,Renee Solana,"spirituality, relationships, and other reflections on living inside a carbon meatsuit. illegibility as a spiritual practice",,,,,,,1.5580824931522028e+18,https://pbs.twimg.com/profile_images/1598574257407148032/1eqRQwTQ_normal.jpg,False,1861,139,16,16308,,False,,,,2022-12-15T18:58:17+00:00,https://api.twitter.com/2/users/803693608419422209/following?tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld%2Cedit_controls&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&max_results=1000,2.12.0,
4.1.0,1.8857868,0.0,346.0,"Wed, 07 Dec 2022 00:00:00 GMT",39824402.0,0.7737569,0.0,,2147.0,2420.0,0.0,"Fri, 02 Dec 2022 15:37:08 GMT",,346.0,Effective Altruism,"Fri, 02 Dec 2022 15:37:08 GMT",996941618312896513,2018-05-17T02:32:58.000Z,ReneeSolana,Renee Solana,"spirituality, relationships, and other reflections on living inside a carbon meatsuit. illegibility as a spiritual practice",,,,,,,1.5580824931522028e+18,https://pbs.twimg.com/profile_images/1598574257407148032/1eqRQwTQ_normal.jpg,False,1861,139,16,16308,,False,,,,2022-12-15T18:58:17+00:00,https://api.twitter.com/2/users/803693608419422209/following?tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld%2Cedit_controls&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&max_results=1000,2.12.0,
4.1.0,25.176119,0.0,357.0,"Wed, 07 Dec 2022 00:00:00 GMT",39942198.0,0.9648137,0.0,,1372.0,1590.0,0.0,"Fri, 02 Dec 2022 15:37:09 GMT",,357.0,Game B,"Fri, 02 Dec 2022 15:37:09 GMT",996941618312896513,2018-05-17T02:32:58.000Z,ReneeSolana,Renee Solana,"spirituality, relationships, and other reflections on living inside a carbon meatsuit. illegibility as a spiritual practice",,,,,,,1.5580824931522028e+18,https://pbs.twimg.com/profile_images/1598574257407148032/1eqRQwTQ_normal.jpg,False,1861,139,16,16308,,False,,,,2022-12-15T18:58:17+00:00,https://api.twitter.com/2/users/803693608419422209/following?tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld%2Cedit_controls&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&max_results=1000,2.12.0,
4.1.0,9.590274,0.0,346.0,"Wed, 07 Dec 2022 00:00:00 GMT",39823654.0,0.81645703,0.0,,1492.0,1672.0,0.0,"Fri, 02 Dec 2022 15:37:08 GMT",,346.0,Effective Altruism,"Fri, 02 Dec 2022 15:37:08 GMT",942629708029607936,2017-12-18T05:36:50.000Z,nopranablem,Pranab,Adventures in causality | just a sillyboi,,,,,,"Austin, TX 🤠",1.5030886568982118e+18,https://pbs.twimg.com/profile_images/1577858873259704320/_XoCAn0u_normal.jpg,False,2874,1898,54,8186,,False,,,,2022-12-15T18:58:17+00:00,https://api.twitter.com/2/users/803693608419422209/following?tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld%2Cedit_controls&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&max_results=1000,2.12.0,
4.1.0,27.316807,0.0,351.0,"Wed, 07 Dec 2022 00:00:00 GMT",39893610.0,0.89971715,0.0,,1156.0,1420.0,0.0,"Fri, 02 Dec 2022 15:37:08 GMT",,351.0,Personal Knowledge Management,"Fri, 02 Dec 2022 15:37:08 GMT",942629708029607936,2017-12-18T05:36:50.000Z,nopranablem,Pranab,Adventures in causality | just a sillyboi,,,,,,"Austin, TX 🤠",1.5030886568982118e+18,https://pbs.twimg.com/profile_images/1577858873259704320/_XoCAn0u_normal.jpg,False,2874,1898,54,8186,,False,,,,2022-12-15T18:58:17+00:00,https://api.twitter.com/2/users/803693608419422209/following?tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld%2Cedit_controls&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&max_results=1000,2.12.0,
4.1.0,227.01138,0.0,357.0,"Wed, 07 Dec 2022 00:00:00 GMT",39940782.0,0.9505056,0.0,,153.0,174.0,0.0,"Fri, 02 Dec 2022 15:37:09 GMT",,357.0,Game B,"Fri, 02 Dec 2022 15:37:09 GMT",942629708029607936,2017-12-18T05:36:50.000Z,nopranablem,Pranab,Adventures in causality | just a sillyboi,,,,,,"Austin, TX 🤠",1.5030886568982118e+18,https://pbs.twimg.com/profile_images/1577858873259704320/_XoCAn0u_normal.jpg,False,2874,1898,54,8186,,False,,,,2022-12-15T18:58:17+00:00,https://api.twitter.com/2/users/803693608419422209/following?tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld%2Cedit_controls&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&max_results=1000,2.12.0,
4.1.0,10.901763,4.069936,66.0,"Wed, 07 Dec 2022 00:00:00 GMT",40813324.0,0.5310563,0.015042961,,8607.0,11030.0,0.0,"Tue, 16 Nov 2021 11:37:39 GMT",,66.0,Crypto,"Tue, 16 Nov 2021 11:37:39 GMT",50858307,2009-06-26T01:17:29.000Z,garysheng,gary sheng 🌞,building + highlighting tech that levels up America 🇺🇸 (+ beyond 🌍)\n\nforbes 30u30 🚀\ncontributor @gitcoin 🤖\nco-founder @dreamdao_ 🌱\nex-@google swe 👨🏻‍💻,,,"[{""start"": 96, ""end"": 104, ""username"": ""gitcoin""}, {""start"": 118, ""end"": 128, ""username"": ""dreamdao_""}, {""start"": 134, ""end"": 141, ""username"": ""google""}]",,"[{""start"": 0, ""end"": 23, ""url"": ""https://t.co/4ywQhBfCpw"", ""expanded_url"": ""https://www.garysheng.com/"", ""display_url"": ""garysheng.com""}]",USA 🇺🇸,1.5125606387527066e+18,https://pbs.twimg.com/profile_images/1579843669082968065/cypIAot3_normal.jpg,False,7101,1991,160,6375,https://t.co/4ywQhBfCpw,False,,,,2022-12-15T18:58:17+00:00,https://api.twitter.com/2/users/803693608419422209/following?tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld%2Cedit_controls&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&max_results=1000,2.12.0,
4.1.0,14.440042,-2.1150694,2209261.0,"Wed, 07 Dec 2022 00:00:00 GMT",40726050.0,0.74014205,-0.021008968,,4813.0,6308.0,0.003586719,"Thu, 30 Sep 2021 00:24:47 GMT",,2209261.0,Ethereum,"Thu, 30 Sep 2021 00:24:47 GMT",50858307,2009-06-26T01:17:29.000Z,garysheng,gary sheng 🌞,building + highlighting tech that levels up America 🇺🇸 (+ beyond 🌍)\n\nforbes 30u30 🚀\ncontributor @gitcoin 🤖\nco-founder @dreamdao_ 🌱\nex-@google swe 👨🏻‍💻,,,"[{""start"": 96, ""end"": 104, ""username"": ""gitcoin""}, {""start"": 118, ""end"": 128, ""username"": ""dreamdao_""}, {""start"": 134, ""end"": 141, ""username"": ""google""}]",,"[{""start"": 0, ""end"": 23, ""url"": ""https://t.co/4ywQhBfCpw"", ""expanded_url"": ""https://www.garysheng.com/"", ""display_url"": ""garysheng.com""}]",USA 🇺🇸,1.5125606387527066e+18,https://pbs.twimg.com/profile_images/1579843669082968065/cypIAot3_normal.jpg,False,7101,1991,160,6375,https://t.co/4ywQhBfCpw,False,,,,2022-12-15T18:58:17+00:00,https://api.twitter.com/2/users/803693608419422209/following?tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld%2Cedit_controls&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&max_results=1000,2.12.0,
